Title,Author,Barcode,"Item number (internal)","Permanent library","Shelving location","Call number","Not for loan","Lost status","Damaged status","Withdrawn status","Inventory number"
"Edmund Campion Hero of God's Underground","Gardiner, Harold",5607,5666,1,"Saints and Holy People","[B] Cam",,,,,,
"Andrew Carnegie.","Judson, Clara Ingram,",11080,11187,1,Biographies,"B Car",,,,,,
"John Carroll, Bishop and Patriot","Lomask, Milton.",8109,8189,1,"Saints and Holy People","B Car",,,,,,
"Catherine McAuley :","Burke Savage, Roland,",8071,8150,1,"Saints and Holy People","[B] Cat",,,,,,
"Song of the dove;","Todd, Mary Fidelis.",8193,8273,1,"Saints and Holy People","[B] Cat",,,,,,
"St. Catherine Labouré and the Miraculous Medal ","Power-Waters, Alma,",2193,2226,1,"Saints and Holy People","B Cat",,,,,,
"St. Catherine Labouré and the Miraculous Medal ","Power-Waters, Alma,",2194,2227,1,"Saints and Holy People","B Cat",,,,,,
"St. Catherine of Siena",,2021,2051,1,"Saints and Holy People","B Cat",,,,,,
"St. Catherine of Siena",,2214,2247,1,"Saints and Holy People","B Cat",,,,,,
"The Adventures of Catherine of Siena ","Newland, Mary Reed.",1684,1709,1,"Saints and Holy People","B Cat",,,,,,
"St. Catherine of Siena",,9013,9097,1,"Saints and Holy People","B Cat c. 2",,,,,,
"Champlain of the St. Lawrence","Syme, Ronald,",2597,2634,1,Biographies,"B Cha",,,,,,
"George Rogers Clark Boy of the old Northwest","Wilkie, Katharine Elliott,",2564,2600,1,Biographies,"B Cla",,,,,,
"The Modern Apostle",,2022,2052,1,"Saints and Holy People","B Cla",,,,,,
"Peter Claver, Saint Among Slaves","Roos, Ann.",2023,2053,1,"Saints and Holy People","B Clav",,,,,,
"Peter Claver, Saint Among Slaves","Roos, Ann.",2024,2054,1,"Saints and Holy People","B Clav",,,,,,
"Peter Claver, Saint Among Slaves","Roos, Ann.",2025,2055,1,"Saints and Holy People","B Clav",,,,,,
"Peter Claver, Saint Among Slaves","Roos, Ann.",8107,8187,1,"Saints and Holy People","B Clav",,,,,,
"The man who went to the far side of the moon :","Schyffert, Bea Uusma.",9998,10096,1,Biographies,"B Collins",,,,,,
"Davy Crockett, Young Rifleman","Parks, Aileen Wells.",6110,6169,1,Biographies,"[B] Cro",,,,,,
"A picture book of Davy Crockett ","Adler, David A.",9377,9471,1,Biographies,"B Cro",,,,,,
"Davy Crockett, Young Rifleman","Parks, Aileen Wells.",1333,1355,1,Biographies,"B Cro",,,,,,
"The Cure of Ars",,2293,2326,1,"Saints and Holy People","B Cur",,,,,,
"Leper Priest of Moloka'i :","Stewart, Richard,",1998,2028,1,"Saints and Holy People","B Dam",,,,,,
"David of Jerusalem","De Wohl, Louis,",2361,2395,1,"Saints and Holy People","B Dav",,,,,,
"King David and His Songs",,2358,2392,1,"Saints and Holy People","B Dav",,,,,,
"King David and His Songs",,2359,2393,1,"Saints and Holy People","B Dav",,,,,,
"King David and His Songs",,2360,2394,1,"Saints and Holy People","B Dav",,,,,,
"Giant of the Western Trail:","McHugh, Michael.",6353,6415,1,"Saints and Holy People","[B] de S",,,,,,
"Pioneer plowmaker :","Collins, David R.",11293,11401,1,Biographies,"B Dee",,,,,,
"Dickens :","Rosen, Michael,",9853,9951,1,,"B Dickens",,,,,,
"Walt Disney /","Walker, Greta.",8729,8813,1,Biographies,"B Dis",,,,,,
"Walt Disney Master of Make-Believe.","Montgomery, Elizabeth Rider.",2970,3008,1,Biographies,"B Dis",,,,,,
"Dominic Savio","Lappin, Peter.",2249,2282,1,"Saints and Holy People","B Dom",,,,,,
"Saint Dominic",,2292,2325,1,"Saints and Holy People","B Dom",,,,,,
"Saint Dominic and the Rosary","Beebe, Catherine,",1993,2023,1,"3rd grade classroom","B Dom",,,,,,
"Saint Dominic and the Rosary","Beebe, Catherine,",1994,2024,1,"Saints and Holy People","B Dom",,,,,,
"Saint Dominic and the Rosary","Beebe, Catherine,",2216,2249,1,"Saints and Holy People","B Dom",,,,,,
"The Life of Dominic Savio",,2250,2283,1,"Saints and Holy People","B Dom",,,,,,
"Narrative of the life of Frederick Douglass",,3035,3073,1,Biographies,"[B] Dou",,,,,,
"Frederick Douglass /","Russell, Sharman Apt.",8867,8951,1,Biographies,"B Dou",,,,,,
"Narrative of the life of Frederick Douglass, an American slave","Hill, Prescott.",3036,3074,1,Biographies,"[B] Dou Abr.",,,,,,
"Katharine Drexel, Friend of the Neglected","Tarry, Ellen,",9167,9257,1,"Saints and Holy People","[B] Dre",,,,,,
"Saint Katharine Drexel, friend of the oppressed /","Tarry, Ellen,",11204,11312,1,"Saints and Holy People","B Dre",,,,,,
"Eleanor Roosevelt :","Weil, Ann,",11233,11341,1,Biographies,"B E. Roosevelt",,,,,,
"Who was Amelia Earhart? /","Jerome, Kate Boehm.",11470,11579,1,Biographies,"B Ear",,,,,,
"A picture book of Amelia Earhart /","Adler, David A.",8437,8519,1,Biographies,"[B] Earhart",,,,,,
"George Eastman :","Brooke-Ball, Peter.",10283,10383,1,Biographies,"B Eastman",,,,,,
"Dwight D. Eisenhower","Radford, Ruby Lorraine,",2978,3016,1,Biographies,"B Eis",,,,,,
"Dwight D. Eisenhower","Ellis, Rafaela.",3090,3128,1,Biographies,"B Eis",,,,,,
"St. Elizabeth's Three Crowns",,2026,2056,1,"Saints and Holy People","B Eli",,,,,,
"St. Elizabeth's Three Crowns",,2027,2057,1,"Saints and Holy People","B Eli",,,,,,
"Through the Mountains :","Gillissen, J.",6484,6546,1,"Saints and Holy People","B Esc",,,,,,
"Our Lady came to Fatima","Hume, Ruth Fox,",2029,2059,1,"Saints and Holy People","B Fat",,,,,,
"Our Lady of Fatima",,2032,2062,1,"Saints and Holy People","B Fat",,,,,,
"Our Lady of Fatima",,2033,2063,1,"Saints and Holy People","B Fat",,,,,,
"Our Lady of Fatima",,8104,8183,1,"Saints and Holy People","B Fat",,,,,,
"The Children of Fatima","Windeatt, Mary Fabyan,",2028,2058,1,"Saints and Holy People","B Fat",,,,,,
"The Children of Fatima","Windeatt, Mary Fabyan,",2213,2246,1,"Saints and Holy People","B Fat",,,,,,
"The Children of Fatima","Windeatt, Mary Fabyan,",8099,8178,1,"Saints and Holy People","B Fat",,,,Withdrawn,,
"The Day the Sun Danced",,2030,2060,1,"Saints and Holy People","B Fat",,,,,,
"The Story of Fatima",,2031,2061,1,"Saints and Holy People","B Fat",,,,,,
"Saint Faustina Kowalska :","Wallace, Susan Helen,",2190,2223,1,"Saints and Holy People","B Fau",,,,,,
"The Young Life of Sister Faustina",,2036,2066,1,"Saints and Holy People","B Fau",,,,,,
"The Cardinal Said No!",,2034,2064,1,"Saints and Holy People","B Fis",,,,,,
"The Cardinal Said No!",,2035,2065,1,"Saints and Holy People","B Fis",,,,,,
"Amos Fortune, free man.","Yates, Elizabeth,",9323,9417,1,Biographies,"B For",,,,,,
"Gentle revolutionary :",,8326,8407,1,"Saints and Holy People","[B] Fr",,,,,,
"Benjamin Franklin","Roop, Connie.",3442,3482,1,Biographies,"[B] Fra",,,,,,
"Benjamin Franklin /","Kelly, Jack.",6500,6562,1,Biographies,"B Fra",,,,,,
Francis,,2171,2204,1,"Saints and Holy People","B Fra",,,,,,
"Francis and Clare, Saints of Assisi ","Homan, Helen Walker,",8110,8190,1,"Saints and Holy People","B Fra ",,,,,,
"God's Troubadour;","Jewett, Sophie,",2088,2119,1,"Saints and Holy People","B Fra",,,,,,
"God's Troubadour;","Jewett, Sophie,",2089,2120,1,"Saints and Holy People","B Fra",,,,,,
"God's Troubadour;","Jewett, Sophie,",2090,2122,1,"Saints and Holy People","B Fra",,,,,,
"Meet Benjamin Franklin /","Scarf, Maggie,",7209,7274,1,Biographies,"B Fra",,,,,,
"Meet Benjamin Franklin /","Scarf, Maggie,",11773,11884,1,Biographies,"B Fra",,,,,,
"Saint Francis","Wildsmith, Brian.",6493,6555,1,"Saints and Holy People","B Fra",,,,,,
"Saint Francis","Wildsmith, Brian.",8278,8358,1,"Saints and Holy People","B Fra",,,,,,
"Saint Francis Solano",,2221,2254,1,"Saints and Holy People","B Fra",,,,,,
"St. Francis of Assisi /","Chesterton, G. K.",10183,10282,1,"Saints and Holy People","B FRA",,,,,,
"St. Francis of the Seven Seas","Nevins, Albert J.,",2093,2125,1,"Saints and Holy People","B Fra",,,,,,
"St. Francis of the Seven Seas","Nevins, Albert J.,",4715,4769,1,"Saints and Holy People","B Fra",,,,,,
"The Life and Times of St Francis","Ghilardi, Agostino.",2082,2112,1,"Saints and Holy People","B Fra",,,,,,
"The Little Flowers of Saint Francis ",,2092,2124,1,"Saints and Holy People","B Fra",,,,,,
"The Story of Ben Franklin, Amazing American ","Davidson, Margaret.",6511,6573,1,Biographies,"B Fra",,,,,,
"To Far Places;","Betz, Eva (Kelly),",2186,2219,1,"Saints and Holy People","B Fra",,,,,,
"To Far Places;","Betz, Eva (Kelly),",8066,8145,1,"Saints and Holy People","B Fra",,,,,,
"Ven. Francisco Marto of Fatima",,2199,2232,1,"Saints and Holy People","B Fra",,,,,,
"Francis and Clare, Saints of Assisi ","Homan, Helen Walker,",939,956,1,"7th grade classroom","B Fra Cla",,,,,,
"Francis and Clare, Saints of Assisi ","Homan, Helen Walker,",2084,2114,1,"Saints and Holy People","B Fra Cla",,,,,,
"Francis and Clare, Saints of Assisi","Homan, Helen Walker,",2085,2115,1,"Saints and Holy People","B Fra Cla",,,,,,
"Francis and Clare, Saints of Assisi","Homan, Helen Walker,",2086,2116,1,"Saints and Holy People","B Fra Cla",,,,,,
"Francis and Clare, Saints of Assisi","Homan, Helen Walker,",2087,2117,1,"Saints and Holy People","B Fra Cla",,,,,,
"St. Francis deSales",,2147,2180,1,"Saints and Holy People","B Fra deS",,,,,,
"Saint Francis celebrates Christmas /","Walsh, Mary Caswell.",9307,9400,1,"Saints and Holy People","[B] Francis",,,,,,
"St. Francis of Assisi",,11336,11444,1,"Catholic Resources","B Francis",,,,,,
"A picture book of Benjamin Franklin /","Adler, David A.",8809,8893,1,Biographies,"B franklin",,,,,,
"A Story of Gabriel Possenti",,2148,2181,1,"Saints and Holy People","B Gabriel",,,,,,
"Vasco da Gama","Knight, David C.",1327,1349,1,Biographies,"[B] Gam",,,,,,
"Vasco da Gama","Syme, Ronald,",1323,1345,1,Non-fiction,"[B] Gama",,,,,,
"The Story of Geronimo.","Kjelgaard, Jim,",5667,5726,1,Biographies,"B Ger",,,,,,
"The Maid of Corinaldo;","Sabinus,",2094,2126,1,"Saints and Holy People","B Gor",,,,,,
"Ulysses S. Grant","O'Brien, Steven.",2945,2983,1,Biographies,"B Gra",,,,,,
"Edvard Grieg :","Deucher, Sybil.",4841,4896,1,Non-fiction,"[B] Gri",,,,,,
"A Curved Bridge to Calvarly",,2172,2205,1,"Saints and Holy People","B Gri",,,,,,
"Our Lady of Guadalupe.","Parish, Helen Rand.",8281,8361,1,"Saints and Holy People","[B] Gua",,,,,,
"Nathan Hale :","Zemlicka, Shannon,",5922,5981,1,Biographies,"[B] Hale",,,,,,
"Soul surfer :","Hamilton, Bethany.",10225,10324,1,Biographies,"B HAM",,,,,,
"All Creatures Great and Small.","Herriot, James.",2999,3037,1,Biographies,"B Her",,,,,,
"Hildegard of Bingen :","Pernoud, Régine,",2095,2127,1,"Saints and Holy People","B Hil",,,,,,
"Sam Houston, the tallest Texan;","Johnson, William Weber,",11155,11263,1,Biographies,"B Houston",,,,,,
"Henry Hudson.","Syme, Ronald,",2598,2635,1,Biographies,"B Hud",,,,,,
"Saint Ignatius Loyola",,2129,2162,1,"Saints and Holy People","B Ign",,,,,,
"St. Ignatius and the Company of Jesus","Derleth, August William,",2160,2193,1,"Saints and Holy People","B Ign",,,,,,
"St. Ignatius and the Company of Jesus","Derleth, August William,",2161,2194,1,"Saints and Holy People","B Ign",,,,,,
"A Story of Saint Ignatius Loyola",,2149,2182,1,"Saints and Holy People","B Ignatius",,,,,,
"Patron Saint of First Communicants;","Windeatt, Mary Fabyan",2098,2130,1,"Saints and Holy People","B Ime",,,,,,
"Patron Saint of First Communicants;","Windeatt, Mary Fabyan",2099,2131,1,"Saints and Holy People","B Ime",,,,,,
"Patron Saint of First Communicants;","Windeatt, Mary Fabyan",2100,2132,1,"Saints and Holy People","B Ime",,,,,,
"Patron Saint of First Communicants;","Windeatt, Mary Fabyan",2101,2133,1,"Saints and Holy People","B Ime",,,,,,
"Patron Saint of First Communicants;","Windeatt, Mary Fabyan",2102,2135,1,"Saints and Holy People","B Ime",,,,,,
"Patron Saint of First Communicants;","Windeatt, Mary Fabyan",2103,2136,1,"Saints and Holy People","B Ime",,,,,,
"Patron Saint of First Communicants;","Windeatt, Mary Fabyan",2211,2244,1,"Saints and Holy People","B Ime",,,,,,
"Patron Saint of First Communicants;","Windeatt, Mary Fabyan",6258,6318,1,"Saints and Holy People","B Ime",,,,,,
"Patron Saint of First Communicants;","Windeatt, Mary Fabyan",6259,6319,1,"Saints and Holy People","B Ime",,,,,,
"The Rock Cannot be Moved;","Muller, Gerald Francis,",2104,2137,1,"Saints and Holy People","B Inn",,,,,,
"Saint Isaac and the Indians ","Lomask, Milton.",2096,2128,1,"Saints and Holy People","B Isa",,,,,,
"Saint Isaac and the Indians","Lomask, Milton.",2097,2129,1,"Saints and Holy People","B Isa",,,,,,
"Saint Isaac and the Indians ","Lomask, Milton.",10328,10428,1,"Saints and Holy People","B Isa",,,,,,
"Andrew Jackson, frontier statesman.","Judson, Clara Ingram,",3089,3127,1,Biographies,"B Jac",,,,,,
"Ven. Jacinta Marto of Fatima",,2198,2231,1,"Saints and Holy People","B Jac",,,,,,
"He Saw Our Lady","Lamontane, P. Onesime",6522,6584,1,"Saints and Holy People","B Jan",,,,,,
"Meet Thomas Jefferson /","Barrett, Marvin.",3083,3121,1,Biographies,"B Jef",,,,,,
"Meet Thomas Jefferson /","Barrett, Marvin.",3084,3122,1,Biographies,"B Jef",,,,,,
"Meet Thomas Jefferson /","Barrett, Marvin.",11775,11886,1,Biographies,"B Jef",,,,,,
"A picture book of Thomas Jefferson /","Adler, David A.",8808,8892,1,Biographies,"B jefferson",,,,,,
"Thomas Jefferson /","Harness, Cheryl.",10063,10162,1,Biographies,"B Jefferson",,,,,,
"St. Jerome and the Bible","Sanderlin, George William,",2291,2324,1,"Saints and Holy People","B Jer",,,,,,
"The Jesus Book",,2369,2403,1,"Saints and Holy People","B Jes",,,,,,
"The Birth of Jesus","Lindvall, Ella",2669,2707,1,"Saints and Holy People","B Jesus",,,,,,
"For Joan of Arc;",,2167,2200,1,"Saints and Holy People","B Joa",,,,,,
"Joan of Arc","Williams, Jay,",2162,2195,1,"Saints and Holy People","B Joa",,,,,,
"Saint Joan :","De Wohl, Louis,",2106,2139,1,"Saints and Holy People","B Joa",,,,,,
"Saint Joan :","De Wohl, Louis,",4180,4221,1,"3rd grade classroom","B Joa",,,,,,
"Saint Joan :","De Wohl, Louis,",8062,8141,1,"Saints and Holy People","B Joa",,,,,,
"Saint Joan :","De Wohl, Louis,",10582,10685,1,"3rd grade classroom","B Joa",,,,,,
"Saint Joan :","De Wohl, Louis,",10583,10686,1,"3rd grade classroom","B Joa",,,,,,
"Saint Joan :","De Wohl, Louis,",10584,10687,1,"3rd grade classroom","B Joa",,,,,,
"St. Joan, the Girl Soldier","De Wohl, Louis,",2168,2201,1,"Saints and Holy People","B Joa",,,,,,
"The Halo on the Sword","Purcell, Mary.",2166,2199,1,"Saints and Holy People","B Joa",,,,,,
"The Mystery of the Charity of Joan of Arc ","Péguy, Charles,",2105,2138,1,"Saints and Holy People","B Joa",,,,,,
"Joan of Arc","Corey, Shana.",3414,3454,1,"Saints and Holy People","[B] Joan",,,,,,
"Joan of Arc","Corey, Shana.",3429,3469,1,"Saints and Holy People","[B] Joan",,,,,,
"Joan of Arc",,2170,2203,1,"Saints and Holy People","B Joan",,,,,,
"Joan of Arc",,8306,8386,1,"Saints and Holy People","B Joan",,,,,,
"Joan of Arc /","Christopher, Tracy.",10795,10902,1,Biographies,"B Joan",,,,,,
"Maid of Orleans",,2169,2202,1,"Saints and Holy People","B Joan",,,,,,
"Figs from Thistles",,2165,2198,1,"Saints and Holy People","B Joh",,,,,,
"John Carroll, Bishop and Patriot","Lomask, Milton.",2252,2285,1,"Saints and Holy People","B Joh",,,,,,
"John Carroll, Bishop and Patriot","Lomask, Milton.",8054,8132,1,"Saints and Holy People","B Joh",,,,,,
"Pope John Paul II ","Walch, Timothy,",2163,2196,1,"Saints and Holy People","B Joh",,,,,,
"Pope John XXIII ","Walch, Timothy,",2164,2197,1,"Saints and Holy People","B Joh",,,,,,
Joseph.,"Sheed, Wilfrid.",8045,8123,1,"Saints and Holy People","[B] Jos",,,,,,
Joseph,,2131,2164,1,"Saints and Holy People","B Jos",,,,,,
"Joseph and the Coat of Many Colors",,2354,2388,1,"Saints and Holy People","B Jos",,,,,,
"Joseph and the Coat of Many Colors",,2355,2389,1,"Saints and Holy People","B Jos",,,,,,
"Joseph and the Coat of Many Colors",,2356,2390,1,"Saints and Holy People","B Jos",,,,,,
"Joseph and the Coat of Many Colors",,2357,2391,1,"Saints and Holy People","B Jos",,,,,,
"Joseph the Silent","Gasnier, Henri-Michel,",2130,2163,1,"Saints and Holy People","B Jos",,,,,,
"Kateri Tekakwitha, Mystic of the Wilderness ","Bunson, Margaret.",2132,2165,1,"Saints and Holy People","B Kat",,,,,,
"Kateri Tekakwitha, Mystic of the Wilderness ","Bunson, Margaret.",10250,10349,1,"Saints and Holy People","B Kat",,,,,,
"Treasure of the Mohawks;","Martini, Teri. [from old catalog]",2133,2166,1,"Saints and Holy People","B Kat",,,,,,
"The Story of My LIfe",,11405,11513,1,Biographies,"B Kel",,,,,,
"A picture book of Helen Keller /","Adler, David A.",8282,8362,1,Biographies,"[B] Keller",,,,,,
"The blackbird's nest :","Schroedel, Jenny.",8092,8171,1,"Saints and Holy People","[b] ken",,,,,,
"John F. Kennedy :","Falkof, Lucille,",3091,3129,1,Biographies,"B Ken",,,,,,
"John F. Kennedy and PT-109.","Tregaskis, Richard,",3092,3130,1,Biographies,"B Ken",,,,,,
"A picture book of John F. Kennedy /","Adler, David A.",8807,8891,1,Biographies,"B Kennedy",,,,,,
"High hopes :","Heiligman, Deborah.",10836,10943,1,Biographies,"B Kennedy",,,,,,
"Father Kino;","Clark, Ann Nolan,",2134,2167,1,"Saints and Holy People","B Kin",,,,,,
"Martin Luther King, Jr. /","Boyd, Herb,",6503,6565,1,Biographies,"B Kin",,,,,,
"A Picture Book of Martin Luther King, Jr. ","Adler, David A.",2913,2951,1,Biographies,"B King",,,,,,
"Happy Birthday, Martin Luther King ","Marzollo, Jean.",2905,2943,1,Biographies,"B King",,,,,,
"I Have a Dream",,2901,2939,1,Biographies,"B King",,,,,,
"I Have a Dream",,2904,2942,1,Biographies,"B King",,,,,,
"I Have a Dream",,2912,2950,1,Biographies,"B King",,,,,,
"I Have a Dream",,10299,10399,1,Biographies,"B King",,,,,,
"Marching to Freedom ","Milton, Joyce.",2911,2949,1,Biographies,"B King",,,,,,
"Martin Luther King, Jr.","Patrick, Diane,",2903,2941,1,Biographies,"B King",,,,,,
"Martin Luther King, Jr.","Schuman, Michael.",2907,2945,1,Biographies,"B King",,,,,,
"Martin Luther King, Jr. ","Jackson, Garnet.",2909,2947,1,Biographies,"B King",,,,,,
"Martin Luther King, Jr.","Jakoubek, Robert E.",2910,2948,1,Biographies,"B King",,,,,,
"The Life and Words of Martin Luther King, Jr.",,2906,2944,1,Biographies,"B King",,,,,,
"A Man for Others :","Treece, Patricia.",2135,2168,1,"Saints and Holy People","B Kol",,,,,,
"I Fight for Freedom",,2137,2170,1,Biographies,"B Kos",,,,,,
"A picture book of Robert E. Lee /","Adler, David A.",8284,8364,1,Biographies,"[B] Lee",,,,,,
"Robert E. Lee,","Monsell, Helen Albee,",3648,3689,1,Biographies,"B Lee",,,,,,
"Robert E. Lee;","Grant, Matthew G.",3650,3691,1,Biographies,"B Lee",,,,,,
"Abe Lincoln /","Jones, Lynda.",3413,3453,1,Biographies,"[B] Lin",,,,,,
"Abe Lincoln Grows Up","Sandburg, Carl,",2996,3034,1,Biographies,"B Lin",,,,,,
"Abraham Lincoln","Bains, Rae.",3066,3104,1,Biographies,"B Lin",,,,,,
"Abraham Lincoln.","Clark, Philip",3067,3105,1,Biographies,"B Lin",,,,,,
"Lincoln :","Freedman, Russell.",3086,3124,1,Biographies,"B Lin",,,,,,
"Lincoln :","Freedman, Russell.",3087,3125,1,Biographies,"B Lin",,,,,,
"Lincoln :","Freedman, Russell.",3088,3126,1,Biographies,"B Lin",,,,,,
"A picture book of Abraham Lincoln /","Adler, David A.",8801,8885,1,Biographies,"B Lincoln",,,,,,
"Abraham Lincoln","Holland, Margaret,",2914,2952,1,Biographies,"B Lincoln",,,,,,
"A Memoir of Mary Ann,",,6673,6735,1,Biographies,"B Lon",,,,,,
"Blue Angels with White Hats",,2187,2220,1,"Saints and Holy People","B Lou",,,,,,
"Christ Comes to the Indians",,2188,2221,1,"Saints and Holy People","B Lou",,,,,,
"St. Louis and the Last Crusade","Hubbard, Margaret Ann,",2195,2228,1,"Saints and Holy People","B Lou",,,,,,
"St.Louis de Montfort",,2296,2329,1,"Saints and Holy People","B Lou",,,,,,
"Lydia Longley;","McCarthy, Helen A.",2191,2224,1,"Saints and Holy People","B Lyd",,,,,,
"Lydia Longley;","McCarthy, Helen A.",2192,2225,1,"Saints and Holy People","B Lyd",,,,,,
"Magellan :","Burgan, Michael.",8799,8883,1,Biographies,"B Magellan",,,,,,
"Ferdinand Magellan :","Meltzer, Milton,",8802,8886,1,Biographies,"B Magellan S",,,,,,
"St. Gerard Majella","St. Gerard Majella",5610,5669,1,"Saints and Holy People","[B] Maj",,,,,,
"Saint Marianne of Moloka'i",,9463,9558,1,"Saints and Holy People","[B] MAR",,,,,,
"Blessed Marie of New France",,2197,2230,1,"Saints and Holy People","B Mar",,,,,,
"Father Marquette and the Great Rivers ","Derleth, August William,",2215,2248,1,"Saints and Holy People","B Mar",,,,,,
"Marguerite Bourgeoys, Pioneer Teacher","Saint Mary Genevieve,",2218,2251,1,"Saints and Holy People","B Mar",,,,,,
"Martín de Porres, Hero","Bishop, Claire Huchet.",2273,2306,1,"Saints and Holy People","B Mar",,,,,,
"Mary of the Passion",,2185,2218,1,"Saints and Holy People","B Mar",,,,,,
"Saint Margaret Mary",,2297,2330,1,"Saints and Holy People","B Mar",,,,,,
"Saint Martin de Porres",,2175,2208,1,"Saints and Holy People","B Mar",,,,,,
"Saint Martin de Porres",,2176,2209,1,"Saints and Holy People","B Mar",,,,,,
"Saint Martin de Porres: many sided Martin;","Benziger, Marieli G.",2174,2207,1,"Saints and Holy People","B Mar",,,,,,
"The Picture Story and Biography of Marquette and Joliet","Kelly, Regina Zimmerman,",2585,2621,1,Biographies,"B Mar",,,,,,
"The Picture Story and Biography of Marquette and Joliet","Kelly, Regina Zimmerman,",2588,2624,1,Biographies,"B Mar",,,,,,
"Saint Martin de Porres",,9012,9096,1,"Saints and Holy People","B Mar c. 3",,,,,,
"Father Marquette and the Great Rivers ","Derleth, August William,",2179,2212,1,"Saints and Holy People","B Marq",,,,,,
"Father Marquette and the Great Rivers ","Derleth, August William,",2180,2213,1,"Saints and Holy People","B Marq",,,,,,
"Father Marquette and the Great Rivers","Derleth, August William,",2181,2214,1,"Saints and Holy People","B Marq",,,,,,
"Father Marquette and the Great Rivers ","Derleth, August William,",2182,2215,1,"Saints and Holy People","B Marq",,,,,,
"The Explorations of Père Marquette","Kjelgaard, Jim,",2177,2210,1,"Saints and Holy People","B Marq",,,,,,
"The picture story and biography of Marquette and Joliet","Kelly, Regina Zimmerman,",2178,2211,1,"Saints and Holy People","B Marq",,,,,,
"Where Roams the River?",,2183,2216,1,"Saints and Holy People","B Marq",,,,,,
"The Story of Thurgood Marshall :","Arthur, Joe.",6652,6714,1,Biographies,"B Marshall",,,,,,
"The Story of Thurgood Marshall :","Arthur, Joe.",6653,6715,1,Biographies,"B Marshall",,,,,,
"Saint John Masias",,2294,2327,1,"Saints and Holy People","B Mas",,,,,,
"Saint Maximilian Kolbe :","Jablonski, Patricia E.",2189,2222,1,"Saints and Holy People","B Max",,,,,,
"Saint Maximillian Kolbe",,2196,2229,1,"Saints and Holy People","B Max",,,,,,
"Courageous Catherine","Raymond Marie,",2286,2319,1,"Saints and Holy People","B McC",,,,,,
"Messi :","Caioli, L.",10052,10151,1,Biographies,"B MES",,,,,,
"The Prince of Egypt ",,2367,2401,1,"Saints and Holy People","B Mos",,,,,,
"Little Nellie of Holy God",,2965,3003,1,"Saints and Holy People","B Nel",,,,,,
Nero,"Morgan, Julian,",3015,3053,1,Biographies,"B Ner",,,,,,
"John Neumann, the Children's Bishop ","Sheehan, Elizabeth Odell,",2283,2316,1,"Saints and Holy People","B Neu",,,,,,
"John Neumann, the Children's Bishop ","Sheehan, Elizabeth Odell,",2284,2317,1,"Saints and Holy People","B Neu",,,,,,
"John Neumann, the Children's Bishop ","Sheehan, Elizabeth Odell,",2285,2318,1,"Saints and Holy People","B Neu",,,,,,
"Saint John Neumann",,11214,11322,1,"Saints and Holy People","B Neu",,,,,,
"Sword of Clontarf.","Brady, Charles A.",5576,5635,1,"Saints and Holy People","[B] Nia",,,,,,
"Annie Oakley /","Gleiter, Jan,",8798,8882,1,Biographies,"B OAK",,,,,,
"The King's Men;","Boucher, Alan,",2301,2334,1,"Saints and Holy People","B Ola",,,,,,
"The King's Men;","Boucher, Alan,",8039,8117,1,"Saints and Holy People","B Ola",,,,,,
"Young Rosa Parks :","Benjamin, Anne.",11365,11473,1,Biographies,"B Par",,,,,,
"A picture book of Rosa Parks /","Adler, David A.",8811,8895,1,Biographies,"B Parks",,,,,,
"The Life of Saint Patrick","Reynolds, Quentin James,",2299,2332,1,"Saints and Holy People","B Pat",,,,,,
"The story of Saint Patrick /","Janda, J. (James),",10228,10327,1,Biographies,"B Pat",,,,,,
"The Life of Saint Patrick","Reynolds, Quentin James,",1987,2017,1,"Saints and Holy People","[B] Patrick",,,,,,
"Saint Patrick /","Tompert, Ann.",10346,10446,1,Biographies,"B Patrick",,,,,,
"A Search for a Shepherd:",,2300,2333,1,"Saints and Holy People","B Pau",,,,,,
"Pope Paul VI","MacGregor-Hastie, Roy.",2276,2309,1,"Saints and Holy People","B Pau",,,,,,
"The Man on Fire :","Windeatt, Mary Fabyan,",2277,2310,1,"Saints and Holy People","B Pau",,,,,,
"William Penn, friend to all.","Wilkie, Katharine Elliott,",8800,8884,1,Biographies,"B Penn",,,,,,
Peter,,2303,2336,1,"Saints and Holy People","B Pet",,,,,,
"Saint Philip of the Joyous Heart","Connolly, Francis X.",1984,2014,1,"Saints and Holy People","[B] Philip",,,,,,
"Padre Pio :","Contessa, Fabrizio,",2275,2308,1,"Saints and Holy People","B Pio",,,,,,
"Saint Pius X;","Diethelm, Walther.",8207,8287,1,"Saints and Holy People","[B] Piu",,,,,,
"No Place for Defeat;",,2274,2307,1,"Saints and Holy People","B Piu",,,,,,
"No Place for Defeat;",,11954,12067,1,"Saints and Holy People","B Piu",,,,,,
"Pope Pius XII;",,2244,2277,1,"Saints and Holy People","B Piu",,,,,,
"Pope Pius XII;",,2245,2278,1,"Saints and Holy People","B Piu",,,,,,
"Pope Pius XII;",,2246,2279,1,"Saints and Holy People","B Piu",,,,,,
"Pope Pius XII;",,2247,2280,1,"Saints and Holy People","B Piu",,,,,,
"Pope Pius XII;",,11176,11284,1,"Saints and Holy People","B Piu",,,,,,
"Saint Pius X;","Diethelm, Walther.",2243,2276,1,"Saints and Holy People","B Piu",,,,,,
"Young Pocahontas :","Benjamin, Anne.",11061,11168,1,Biographies,"B   Poc",,,,,,
